mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nin-mar-ki	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eš₃	N1=STEM
ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ŋidru	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nin-mar-ki	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
abzu-eg₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nin-ŋar	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ti-ra-aš₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
a-eden	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ŋidru	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eš₃	N1=STEM
ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ŋidru	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nin-ŋar	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
e₂	N1=STEM
{d}nin-ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ŋidru	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
šeš-ŋar	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ti-ra-aš₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
abzu-eg₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ud	N1=STEM
e₂	N1=STEM
{d}nin-ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P.V15=SUB.N5=L1
1(geš₂)	_
1(u)	_
guru₇	N1=STEM
še	N1=STEM.N5=ABS
e₂	N1=STEM.N5=L3-NH
bi-gu₇	V5=3-NH.V10=L3.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ma₂	N1=STEM
dilmun	N1=NAME
kur-ta	N1=STEM.N5=ABL.N5=ABS
gu₂	N1=STEM.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
mu-ŋal₂	V4=VEN.V6=3-SG-H.V7=DAT.V10=L2.V12=STEM.V14=3-SG-S
bad₃	N1=STEM
lagaš	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
abzu-ban₃-da	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nanše	N1=NAME
nin	N1=STEM
uru₁₆	NV2=STEM.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{id₅}REC107	N1=NAME.N5=ABS
mu-dun	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
REC107	N1=NAME.N5=L1
a	N1=STEM.N5=ABS
mu-na-REC558	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-ŋir₂-su₂	N1=NAME.N5=DAT-H
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
ud	N1=STEM
eš₃	N1=STEM
ŋir₂-su₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P.V15=SUB.N5=L1
a	N1=STEM.N5=ABS
mu-ru	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ti-ra-aš₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
e₂	N1=STEM
{d}nin-ŋir₂-su₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nin-mar-ki	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ma₂	N1=STEM
dilmun	N1=NAME
kur-ta	N1=STEM.N5=ABL.N5=ABS
gu₂	N1=STEM.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
mu-ŋal₂	V4=VEN.V6=3-SG-H.V7=DAT.V10=L2.V12=STEM.V14=3-SG-S
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-ŋidru	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
e₂	N1=STEM
{d}nin-ŋir₂-su₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
šeš-ŋar	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
abzu-banda₃	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ma₂	N1=STEM
dilmun	N1=NAME
kur-ta	N1=STEM.N5=ABL.N5=ABS
gu₂	N1=STEM.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
mu-ŋal₂	V4=VEN.V6=3-SG-H.V7=DAT.V10=L2.V12=STEM.V14=3-SG-S
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
eš₃	N1=STEM
ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
temen	N1=STEM
šeg₁₂-tab	N1=STEM.N5=ABS
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
eg₂	N1=STEM
da	N1=STEM
sala₄	N1=NAME.N5=GEN
mar-du₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}x	_
{d}nin-ŋir₂-su	N1=NAME.N5=DAT-H
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
e₂	N1=STEM
ti-ra-aš₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-ŋir₂-su	N1=NAME.N5=DAT-H
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
ma₂	N1=STEM
dilmun	N1=NAME
kur-ta	N1=STEM.N5=ABL.N5=ABS
gu₂	N1=STEM.N5=L2-NH
ŋeš	N1=STEM.N5=ABS
mu-ŋal₂	V4=VEN.V6=3-SG-H.V7=DAT.V10=L2.V12=STEM.V14=3-SG-S
{d}ba-u₂	N1=NAME.N5=DAT-H
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME.N5=GEN.N5=ERG
a	N1=STEM.N5=ABS
mu-ru	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}ba-u₂	N1=NAME.N5=DAT-H
ur-{d}nanše	N1=NAME
{d}šul-|MUŠ×PA|	N1=NAME
diŋir	N1=STEM
lugal	N1=STEM.N5=GEN.N5=ERG
dupsik	N1=STEM
kug	NV2=STEM.N5=ABS
e-il₂	V2=FIN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
eš₃	N1=STEM
ŋir₂-su	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš	N1=NAME.N5=GEN
dumu	N1=STEM
gu-|NI.DU|	N1=NAME
dumu	N1=STEM
gur-sar	N1=NAME.N5=GEN.N5=GEN.N5=ERG
ba-gara₂	N1=NAME.N5=ABS
šeg₁₂	N1=STEM
aluraₓ(BAHAR₂)	V2=FIN.V12=STEM.V14=3-SG-S.V15=SUB.N5=L1
mu-du₃	V4=VEN.V10=L1.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ba-gara₂-x-SAR	N1=NAME.N5=ABS
mu-dun	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
mu	N1=STEM
ba-gara₂	N1=NAME
nam₂-si-sa₂	N1=STEM.N5=ABS
šum₂-ma	NV2=STEM.NV4=SUB
eb	N1=STEM
mu	N1=STEM
ba-gara₂	N1=NAME
nam₂-si-sa₂	N1=STEM.N5=ABS
šum₂-ma	NV2=STEM.NV4=SUB
eb-gal	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nanše	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
eš₃	N1=STEM
ŋir₂-su₂	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ki-nir	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}ŋa₂-tum₃-dug₃	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ti-ra-aš₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nin-ŋar	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂	N1=STEM
{d}nin-mar-ki	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-dam	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ka₂-ME	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
abzu-eg₂	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
bad₃	N1=STEM
lagaš	N1=NAME.N5=GEN.N5=ABS
mu-du₃	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
paₓ(|E.PAP.PAP|)-saman₃	N1=NAME
mu-dun	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
a-suhur	N1=NAME.N5=ABS
mu-dun	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-mar-ki	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-eš₃-REC107	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-ŋidru	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
šul-šag₄	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
kinda₂-zid	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}gu₂-šu-du₈	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}lama-u₆-e₃	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}lugal-ur-tur₃	N1=NAME.N5=ABS
mu-tud	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lu₂	N1=STEM
lagaš	N1=NAME.N5=GEN
lu₂	N1=STEM
urim₅	N1=NAME.N5=GEN
lu₂	N1=STEM
umma{ki}	N1=NAME.N5=GEN.N5=ABS
{me}meₓ(LAK526)	N1=STEM.N5=TERM
e-še₃-re₆	V2=FIN.V5=3-NH.V9=TERM.V12=STEM-PL.V14=3-PL-S
lu₂	N1=STEM
lagaš	N1=NAME.N5=GEN
lu₂	N1=STEM
urim₅	N1=NAME.N5=GEN.N5=L2-H
aga₃-kar₂	N1=STEM.N5=ABS
mu-sig₁₀	V4=VEN.V6=3-SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ensi₂	N1=STEM
ma₂-gur₈	N1=STEM.N5=GEN.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ama-barag-si	N1=NAME
kišib-ŋal₂	N1=NAME
nu-banda₃	N1=STEM.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
pap-ur-saŋ	N1=NAME
dumu	N1=STEM
|U₂.U₂.U₂|	N1=NAME.N5=GEN.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
nu-banda₃	N1=STEM.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
|SAHAR.DU₆.TAK₄|	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
mu-dub	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lu₂	N1=STEM
umma{ki}	N1=NAME.N5=GEN.N5=L2-H
aga₃-kar₂	N1=STEM.N5=ABS
mu-sig₁₀	V4=VEN.V6=3-SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lu₂-pad₃	N1=NAME
pa₄-bilgaₓ(GIŠ){bil}-la-la	N1=NAME
nu-banda₃	N1=STEM.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
pa-bil₃-gal-tuku	N1=NAME
ensi₂	N1=STEM
umma{ki}	N1=NAME.N5=GEN.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
ur-pu₂-saŋ	N1=NAME
nu-banda₃	N1=STEM.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
hur-saŋ-še₃-mah₂	N1=STEM
dam-gar₃-gal	N1=STEM.N5=ABS
mu-dab₅	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
|SAHAR.DU₆.TAK₄|	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
mu-dub	V4=VEN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lu₂	N1=STEM
umma{ki}	N1=NAME.N5=GEN.N5=ABS
{d}nin-ŋir₂-su	N1=NAME.N5=DAT-H
aya₂-kur-gal	N1=NAME
ensi₂	N1=STEM
lagaš{ki}	N1=NAME.N5=GEN
dumu	N1=STEM
ur-{d}nanše	N1=NAME
lugal	N1=STEM
lagaš{ki}	N1=NAME.N5=GEN.N5=GEN.N5=ERG
an-ta-sur-ra	N1=NAME.N5=ABS
mu-du₃	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
mu-du₃	V4=VEN.V6=3-SG-H.V7=DAT.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
aya₂-kur-gal	N1=NAME
ensi₂	N1=STEM
lagaš{ki}	N1=NAME.N5=GEN.N5=ABS
x-re₂	_
ur₅-bi	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
e-la₂	V2=FIN.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
še-gub-ba-bi	N1=STEM.N3=3-SG-NH-POSS.N5=ABS
ba-de₆	V5=MID.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lugal	N1=STEM
lagaš{ki}	N1=NAME.N5=GEN.N5=X
x	_
HI-a-ka	_
lu₂	N1=STEM
umma{ki}-ke₄	N1=NAME.N5=GEN.N5=ERG
šu	N1=STEM
du₇-ra₂	NV2=STEM.NV4=SUB
e-ma-da-dug₄	V2=FIN.V4=VEN.V5=MID.V8=COM.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
lagaš{ki}	N1=NAME.N5=GEN
gaba-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
šu	N1=STEM.N5=ABS
e-ma-us₂	V2=FIN.V4=VEN.V5=MID.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
aya₂-kur-gal	N1=NAME
lugal	N1=STEM
lagaš{ki}	N1=NAME.N5=GEN
dumu	N1=STEM
ur-{d}nanše	N1=NAME
e-ma-x	_
lagaš{ki}	N1=NAME.N5=GEN
bar	N1=STEM
niŋ₂	N1=STEM
ni₂-ba-ka-ka	N1=STEM.N3=3-SG-NH-POSS.N5=GEN.N5=GEN.N5=L1
gaba-be₂	N1=STEM.N3=3-SG-NH-POSS.N5=L3-NH
šu	N1=STEM.N5=ABS
e-ga-ma-us₂	V2=FIN.V3=COOR.V4=VEN.V5=MID.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
piriŋ	N1=STEM
zag	N1=STEM
x	_
ŋir₂-nun	N1=NAME
šag₄-ga-ke₄	N1=STEM.N5=GEN.N5=ERG
{d}nin-ŋir₂-su₂-ke₄	N1=NAME.N5=ERG
gu₃-na	N1=STEM.N3=3-SG-H-POSS.N5=L1
|KA.KID|-a	N1=STEM.N5=L1
mu-ni-taka₄	V4=VEN.V10=L1.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
umma{ki}	N1=NAME.N5=ERG
u₂-dur₂-durun-na-ŋu₁₀	N1=STEM.N3=1-SG-POSS
niŋ₂	N1=STEM
ni₂-ŋa₂	N1=STEM.N3=1-SG-POSS.N5=GEN.N5=ABS
{a-šag₄}ašag	N1=STEM
gu₂-eden-na-ka	N1=NAME.N5=GEN.N5=L1
lagaš{ki}	N1=NAME
x-bi	_
x	_
x-le	_
x	_
{d}nin-ŋir₂-su₂	N1=NAME
ur-saŋ	N1=STEM
{d}en-lilₓ(E₂)-la₂	N1=NAME.N5=GEN
x-ga	_
x	_
x-e	_
{d}nin-ŋir₂-su₂-ke₄	N1=NAME.N5=ERG
a	N1=STEM
e₂-an-na-tum₂-ma-ke₄	N1=NAME.N5=GEN.N5=DAT-NH
šag₄-ga	N1=STEM.N5=L1
šu	N1=STEM.N5=ABS
ba-ni-dug₄	V5=3-NH.V7=DAT.V10=L1.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
x	_
x	_
mu-da-hul₂	V4=VEN.V6=3-SG-H.V7=COM.V12=STEM.V14=3-SG-S
{d}inana-ke₄	N1=NAME.N5=ERG
da	N1=STEM.N5=ABS
mu-ni-dib	V4=VEN.V6=3-SG-H.V10=L3.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
e₂-an-na	N1=NAME
{d}inana	N1=NAME
eb-gal-ka-ka	N1=NAME.N5=GEN.N5=GEN.N5=L2.NH
a-tum₂	V2=FIN-L2.V5=3-NH.V10=L2-SYN.V14=STEM.V14=3-SG-S
mu	N1=STEM.N5=TERM
mu-ne₂-še₂₁	V4=VEN.V6=3-SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-P
{d}nin-hur-saŋ-ra	N1=NAME.N5=L2-H
dub₃	N1=STEM
zid-da-na	NV2=stem.NV4=SUB.N3=3-SG-H-POSS.N5=L2-NH
mu-ni-tuš	V4=VEN.V6=3-SG-H.V10=L2.V11=3-SG-H-A.V12=STEM.V14=3-SG-S
{d}nin-hur-saŋ-ke₄	N1=NAME.N5=ERG
